week,tag,pct
2020-07-20,covid19,94.13820919602044
2020-07-20,coronavirusupdates,0.6923904275342835
2020-07-20,coronavirus,10.621134713632697
2020-07-20,blood,0.3428340951868782
2020-07-20,indiafightscorona,0.6923904275342835
2020-07-20,trumpvirus,0.3159451465447701
2020-07-20,covidãž19,0.6184458187684861
2020-07-20,covidiots,0.26888948642108096
2020-07-20,covid,1.2436138746974994
2020-07-20,mask,0.4772788383974187
2020-07-20,masks,0.6184458187684861
2020-07-20,stayhome,0.4638343640763646
2020-07-20,coronavirusupdate,0.8335574079053508
2020-07-20,coronaviruspandemic,1.0217800484001076
2020-07-20,wearamask,0.6856681903737564
2020-07-20,news,0.2554450121000269
2020-07-20,trump,0.9343909653132563
2020-07-20,socialdistancing,0.5041677870395268
2020-07-20,pandemic,1.5528367840817423
2020-07-20,quarantine,0.32938962086582413
2020-07-20,us,0.5041677870395268
2020-07-20,healthcare,0.2621672492605539
2020-07-20,india,1.3713363807475127
2020-07-20,covid_19,1.2637805861790803
2020-07-20,vaccine,0.32266738370529713
2020-07-20,uk,0.3361118580263512
2020-07-20,health,0.4907233127184727
2020-07-20,usa,0.5176122613605808
2020-07-20,odisha,0.7663350363000807
2020-07-20,lockdown,1.136058080129067
2020-07-20,russia,0.12100026888948642
2020-07-20,florida,0.42350094111320247
2020-07-20,corona,1.485614412476472
2020-07-20,sarscov2,0.32266738370529713
2020-07-20,staysafe,0.5915568701263781
2020-07-20,china,0.4907233127184727
2020-07-20,breaking,0.4638343640763646
2020-07-20,coronainfoch,0.7260016133369185
2020-07-20,hydroxychloroquine,0.10083355740790535
2020-07-20,auspol,0.17477816617370262
2020-07-27,covid19,94.81976605395083
2020-07-27,breaking,0.381952733349248
2020-07-27,indiafightscorona,0.501312962520888
2020-07-27,staysafe,0.43765417362934667
2020-07-27,coronavirus,9.19073764621628
2020-07-27,blood,0.25463515556616534
2020-07-27,auspol,0.15118962361741067
2020-07-27,covidãž19,0.4137821277950187
2020-07-27,pandemic,1.6312564653457466
2020-07-27,us,0.4018461048778547
2020-07-27,socialdistancing,0.4774409166865601
2020-07-27,sarscov2,0.274528527094772
2020-07-27,mask,0.4694835680751174
2020-07-27,quarantine,0.3182939444577067
2020-07-27,news,0.21484841250895204
2020-07-27,corona,1.0742420625447602
2020-07-27,vaccine,0.5609930771067081
2020-07-27,healthcare,0.2705498527890507
2020-07-27,trump,0.978753879207448
2020-07-27,india,0.9111164160101853
2020-07-27,covid,1.25328240630222
2020-07-27,coronavirusupdates,0.381952733349248
2020-07-27,covidiots,0.7002466778069547
2020-07-27,russia,0.09150950903159068
2020-07-27,covid_19,0.7957348611442667
2020-07-27,lockdown,0.7360547465584467
2020-07-27,stayhome,0.3063579215405427
2020-07-27,wearamask,0.7798201639213814
2020-07-27,uk,0.33818731598631335
2020-07-27,trumpvirus,0.405824779183576
2020-07-27,china,0.4933556139094453
2020-07-27,odisha,0.4098034534892974
2020-07-27,hydroxychloroquine,0.871329672952972
2020-07-27,usa,0.441632847935068
2020-07-27,coronaviruspandemic,0.4694835680751174
2020-07-27,coronavirusupdate,0.33818731598631335
2020-07-27,health,0.3182939444577067
2020-07-27,florida,0.4456115222407893
2020-07-27,masks,0.4495901965465107
2020-07-27,coronainfoch,0.43765417362934667
2020-08-03,covid19,94.76542137271937
2020-08-03,coronavirus,9.426585577758472
2020-08-03,news,0.2877932232841008
2020-08-03,health,0.38010425716768026
2020-08-03,wearamask,0.8959600347523892
2020-08-03,covid_19,0.8362293657688966
2020-08-03,corona,1.2163336229365769
2020-08-03,blood,0.3149435273675065
2020-08-03,quarantine,0.28236316246741966
2020-08-03,trump,1.2434839270199827
2020-08-03,socialdistancing,0.42354474370112943
2020-08-03,hydroxychloroquine,0.26064291920069504
2020-08-03,indiafightscorona,0.4887054735013032
2020-08-03,staysafe,0.4561251086012163
2020-08-03,uk,0.3258036490008688
2020-08-03,sarscov2,0.27150304083405735
2020-08-03,india,1.0860121633362294
2020-08-03,odisha,0.7059079061685491
2020-08-03,pandemic,1.4606863596872286
2020-08-03,lockdown,0.9122502172024326
2020-08-03,coronavirusupdates,0.5973066898349261
2020-08-03,coronaviruspandemic,0.776498696785404
2020-08-03,usa,0.4724152910512598
2020-08-03,breaking,0.4398349261511729
2020-08-03,russia,0.10317115551694178
2020-08-03,vaccine,0.5158557775847089
2020-08-03,healthcare,0.36924413553431795
2020-08-03,china,0.38010425716768026
2020-08-03,us,0.39639443961772375
2020-08-03,covid,1.064291920069505
2020-08-03,coronainfoch,0.553866203301477
2020-08-03,covidiots,0.4669852302345786
2020-08-03,mask,0.39639443961772375
2020-08-03,trumpvirus,0.2660729800173762
2020-08-03,auspol,0.14661164205039096
2020-08-03,stayhome,0.2769331016507385
2020-08-03,masks,0.4289748045178106
2020-08-03,covidãž19,0.18462206776715898
2020-08-03,florida,0.2334926151172893
2020-08-03,coronavirusupdate,0.6624674196350999
2020-08-10,covid19,94.5580434870632
2020-08-10,coronavirus,9.333117382678058
2020-08-10,staysafe,0.4656436004373001
2020-08-10,hydroxychloroquine,0.10527594444669393
2020-08-10,trump,1.048710369680528
2020-08-10,covidiots,0.21460096367979914
2020-08-10,mask,0.37656395513625135
2020-08-10,corona,0.9515325748066567
2020-08-10,pandemic,1.405028950884723
2020-08-10,masks,0.3968093290683079
2020-08-10,india,0.9110418269425435
2020-08-10,socialdistancing,0.3887111794954853
2020-08-10,usa,0.4008584038547192
2020-08-10,coronavirusupdate,0.8098149572822609
2020-08-10,coronaviruspandemic,0.9677288739523018
2020-08-10,breaking,0.530428797019881
2020-08-10,covid_19,0.6802445641170992
2020-08-10,quarantine,0.2996315341944366
2020-08-10,trumpvirus,0.19840466453415395
2020-08-10,covid,1.1742316880592785
2020-08-10,wearamask,0.8260112564279063
2020-08-10,florida,0.17815929060209743
2020-08-10,healthcare,0.27533708547596875
2020-08-10,uk,0.5385269465927035
2020-08-10,covidãž19,0.1498157670972183
2020-08-10,health,0.4453982265052435
2020-08-10,us,0.3158278333400818
2020-08-10,vaccine,1.1580353889136332
2020-08-10,lockdown,1.0446612948941165
2020-08-10,news,0.38466210470907397
2020-08-10,stayhome,0.23484633761185567
2020-08-10,coronavirusupdates,0.43325100214600964
2020-08-10,indiafightscorona,0.4170547030003644
2020-08-10,china,0.5344778718062924
2020-08-10,sarscov2,0.2267481880390331
2020-08-10,odisha,0.7531279102725027
2020-08-10,russia,1.3038020812244402
2020-08-10,coronainfoch,0.21865003846621048
2020-08-10,blood,0.2996315341944366
2020-08-10,auspol,0.4292019273595983
2020-08-17,covid19,94.5733436452694
2020-08-17,india,1.4243361691157514
2020-08-17,coronavirus,9.673885021912865
2020-08-17,coronavirusupdate,0.7025006444960041
2020-08-17,coronaviruspandemic,0.9216292858984274
2020-08-17,trump,1.0440835266821344
2020-08-17,pandemic,1.7143593709719
2020-08-17,auspol,0.3866976024748647
2020-08-17,odisha,0.8120649651972157
2020-08-17,indiafightscorona,0.5349316834235628
2020-08-17,health,0.3995875225573602
2020-08-17,china,0.7089456045372519
2020-08-17,sarscov2,0.3351379221448827
2020-08-17,breaking,0.4962619231760763
2020-08-17,us,0.36736272235112144
2020-08-17,staysafe,0.4511472028873421
2020-08-17,corona,1.0311936065996392
2020-08-17,coronavirusupdates,0.5220417633410672
2020-08-17,lockdown,0.8700696055684455
2020-08-17,masks,0.30935808197989173
2020-08-17,quarantine,0.26424336169115753
2020-08-17,wearamask,0.6122712039185357
2020-08-17,socialdistancing,0.40603248259860786
2020-08-17,vaccine,0.6638308842485177
2020-08-17,usa,0.4447022428460944
2020-08-17,coronainfoch,0.1997937612786801
2020-08-17,healthcare,0.2964681618973962
2020-08-17,covid,1.2761020881670533
2020-08-17,mask,0.20623872131992782
2020-08-17,stayhome,0.20623872131992782
2020-08-17,covidãž19,0.18690384119618458
2020-08-17,uk,0.22557360144367106
2020-08-17,news,0.2900232018561485
2020-08-17,blood,0.48981696313482853
2020-08-17,covid_19,0.4962619231760763
2020-08-17,florida,0.2191286414024233
2020-08-17,russia,0.1482340809486981
2020-08-17,trumpvirus,0.35447280226862593
2020-08-17,covidiots,0.277133281773653
2020-08-17,hydroxychloroquine,0.10311936065996391
2020-08-24,covid19,94.73327917682101
2020-08-24,coronavirus,10.357432981316004
2020-08-24,coronavirusupdate,1.0966693744922826
2020-08-24,coronaviruspandemic,1.1779041429731927
2020-08-24,coronavirusupdates,0.3249390739236393
2020-08-24,sarscov2,0.36555645816409427
2020-08-24,india,1.543460601137287
2020-08-24,vaccine,0.4061738424045491
2020-08-24,trump,0.8935824532900082
2020-08-24,socialdistancing,0.36555645816409427
2020-08-24,covid,1.5569997292174385
2020-08-24,uk,0.25724343352288115
2020-08-24,masks,0.36555645816409427
2020-08-24,indiafightscorona,0.4467912266450041
2020-08-24,odisha,0.6498781478472786
2020-08-24,covid_19,0.5551042512862172
2020-08-24,auspol,0.636339019767127
2020-08-24,lockdown,0.6498781478472786
2020-08-24,covidãž19,1.313295423774709
2020-08-24,china,0.47386948280530733
2020-08-24,healthcare,0.3926347143243975
2020-08-24,news,0.14893040888166803
2020-08-24,staysafe,0.3926347143243975
2020-08-24,covidiots,0.37909558624424583
2020-08-24,pandemic,1.380991064175467
2020-08-24,breaking,0.3520173300839426
2020-08-24,health,0.6227998916869754
2020-08-24,us,0.23016517736257786
2020-08-24,usa,0.5415651232060655
2020-08-24,corona,0.7040346601678852
2020-08-24,stayhome,0.20308692120227456
2020-08-24,hydroxychloroquine,0.1760086650419713
2020-08-24,blood,0.37909558624424583
2020-08-24,wearamask,0.5144868670457623
2020-08-24,russia,0.1083130246412131
2020-08-24,trumpvirus,0.3113999458434877
2020-08-24,quarantine,0.27078256160303277
2020-08-24,mask,0.4467912266450041
2020-08-24,florida,0.2843216896831844
